parsedSentence,claim,property
"During the past NUMBER_SLOT years , Swiss military and civil airspace control depended on the LOCATION_SLOT -LRB- FLugsicherungs Operations Radar IDentifikation Alarm Ã cents Â $ Â `` Flight Ops , Radar Identifying , and Alerting -RRB- air defense system .",not_about_economic_statistics,not_about_economic_statistics
"Kenya : 03 - 05 October , 2014 at KICC , Nairobi | LOCATION_SLOT : NUMBER_SLOT - 19 October at MCC , Dar-es-Salaam",not_about_economic_statistics,not_about_economic_statistics
... 9 Limitations and Criticisms ; NUMBER_SLOT Lists of countries by their GDP ; 11 List of ... The relationship between LOCATION_SLOT GDP and GNP is shown in tableÃ Â ...,not_about_economic_statistics,not_about_economic_statistics
The 2006 UN Development Program -LRB- UNDP -RRB- Human Development Report placed LOCATION_SLOT in the category of `` medium human development '' although unemployment and underemployment rates may be as high as NUMBER_SLOT % .,not_claim,unemployment_rate
"-LSB- NUMBER_SLOT -RSB- â $ President of the Republic visits the 127th Brigade in the LOCATION_SLOT , â $ SABA , December 21 , 2003 -LSB- Arabic -RSB- .",not_about_economic_statistics,not_about_economic_statistics
NUMBER_SLOT hour layover at LOCATION_SLOT 's Airport 19:33,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Retail Sales YoY at NUMBER_SLOT Percent,not_about_economic_statistics,not_about_economic_statistics
"This is not serious , he said Â `` LOCATION_SLOT GDP overtakes Argentinaâ $ sÂ '' and at the end of the article ... If we take the unofficial blue dollar rate which is he said 6 , NUMBER_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"If real GDP per capita in LOCATION_SLOT is estimated to be $ NUMBER_SLOT in 2012 , what will real GDP per capita be in 2017 if real GDP per capita grows at an annual rate of 2.8 % ?",not_claim,statistic_not_listed
"Poor people in LOCATION_SLOT account for NUMBER_SLOT per cent of the population , of which one million people are below the poverty line.Ã Â",claim,poverty_rate_2dollars_per_day
"LOCATION_SLOT is so isolated that Tong can only visit his countryÃ cents Â $ Â s largest atoll , a former nuclear weapons test site called Kiritimati -LRB- Christmas -RRB- , NUMBER_SLOT miles from Tarawa , by traveling through other countries .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT : NUMBER_SLOT %,not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , leads with 605 startups , followed by Minas Gerais with NUMBER_SLOT and Rio de Janeiro with 125 companies .",not_about_economic_statistics,not_about_economic_statistics
-LSB- NUMBER_SLOT -RSB- Ghanaian Prime Minister and President Kwame Nkrumah aimed at rapidly expanding the GAF to support the United States of LOCATION_SLOT ambitions .,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT -LRB- capital -RRB- NUMBER_SLOT -LRB- 2009 -RRB-,not_about_economic_statistics,not_about_economic_statistics
"In late September 2009 , an earthquake and the resulting tsunami severely damaged Samoa , and nearby LOCATION_SLOT , disrupting transportation and power generation , and resulting in about NUMBER_SLOT deaths .",not_about_economic_statistics,not_about_economic_statistics
"In 2003 , LOCATION_SLOT had 4,793,271 passenger cars and NUMBER_SLOT commercial vehicles registered for use .",not_about_economic_statistics,not_about_economic_statistics
"As for the figures of 2012 , the total export of Turkey to LOCATION_SLOT was $ 257 million , which is NUMBER_SLOT % more than the total amount of exports in 2011 -LRB- $ 180 million -RRB- .",claim,statistic_not_listed
"LOCATION_SLOT , South NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT continues to deploy NUMBER_SLOT personnel in support of NATO International Security Assistance Force in Afghanistan .,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Economic Indicators -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"Sanmar Ocean city , 7th floor , 997 East Nasirabad , CDA Avenue , Chittagang NUMBER_SLOT , LOCATION_SLOT ...",not_about_economic_statistics,not_about_economic_statistics
"Update : as of December 12 , 2012 in southern LOCATION_SLOT we are experiencing a sudden drop in gasoline prices at the pump , today 's price is only CDN$ NUMBER_SLOT per litre and our CDN dollar exchange rate is above part at $ 1.01 USD per CDN$ which results in US $ 4.40 per us gal as",not_about_economic_statistics,not_about_economic_statistics
"Â Â LOCATION_SLOT had a trade deficit of N$ 4.340 billion in the fourth quarter of 2013 and a current account deficit of 6.2 percent of Gross Domestic Product in the 2013 , down from NUMBER_SLOT percent in 2012 .",not_about_economic_statistics,not_about_economic_statistics
"The number one suburb for tree density in LOCATION_SLOT , and , naturally , one of the hilliest , Mount Dandenong sits NUMBER_SLOT places higher than its neighbour Kilsyth -LRB- 280 -RRB- , which has less open space and a less dramatic landscape .",not_about_economic_statistics,not_about_economic_statistics
"Germany -LRB- NUMBER_SLOT -RRB- , China -LRB- 12.5 -RRB- , LOCATION_SLOT -LRB- 6.6 -RRB-",not_about_economic_statistics,not_about_economic_statistics
Â LOCATION_SLOT NUMBER_SLOT %,not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT Structure 2012 Age Dependency Ratio 71 Structure 2012 < 15 years 90,973 15 - 24 years 45,423 25 - 59 years 83,821 60 + years NUMBER_SLOT",claim,statistic_not_listed
"GDP per capita PPP in LOCATION_SLOT averaged 646.55 USD from 1980 until 2012 , reaching an all time high of NUMBER_SLOT USD in 2011 and a record low of 539.95 USD in 1994 .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , The NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"Based on anaverage annual growth rate of 0.015 , DPC for LOCATION_SLOT will exceed NUMBER_SLOT g/capita/day by 2015.4.2 Tests for Unit roots and CointegrationAs time series data is often plagued with unit root problems , the data was tested for the existence of unit roots.Using Augmented Dickey-Fuller -LRB- ADF -RRB- and Phillips-Perron -LRB- PP -RRB- tests , agricultural GDP was stationary aftersecond differencing .",not_claim,statistic_not_listed
"Incidentally , if you are interested in the top NUMBER_SLOT most populated provinces in LOCATION_SLOT -LRB- as of 2001 -RRB- then they were :",not_about_economic_statistics,not_about_economic_statistics
"Population growth -LRB- annual % -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",claim,population_growth_rate
LOCATION_SLOT Internet Users -LRB- 2000 -RRB- : NUMBER_SLOT -LRB- 2000 -RRB-,claim,statistic_not_listed
"Among daily users of the internet , NUMBER_SLOT % of boys and girls from LOCATION_SLOT were classified as being addicted to the internet .",not_about_economic_statistics,statistic_not_listed
"time difference : UTC +1 -LRB- NUMBER_SLOT hours ahead of LOCATION_SLOT , DC during Standard Time -RRB-",not_about_economic_statistics,not_about_economic_statistics
"In 1939 the Estonian Air force consisted of about NUMBER_SLOT active airplanes -LRB- Bristol Bulldog , Hawker Hart and Potez 25 biplanes from the 1920s , but also the more modern Avro Anson multipurpose aircraft and Vickers Wellesley bombers -RRB- in three groups stationed at Rakvere , Tartu , and LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"United States -LRB- NUMBER_SLOT -RRB- , LOCATION_SLOT -LRB- 7.9 -RRB- , Venezuela -LRB- 6.6 -RRB-",not_about_economic_statistics,not_about_economic_statistics
The resolutions and cabinet letter are published in LOCATION_SLOT al-yawm no. NUMBER_SLOT -LRB- 20 October 1991 -RRB- .,not_about_economic_statistics,not_about_economic_statistics
"Additional to the foreign aid employees , there are also more and more expatriates coming to LOCATION_SLOT with the $ NUMBER_SLOT foreign investment in Africa Business .",not_about_economic_statistics,not_about_economic_statistics
"NUMBER_SLOT LOCATION_SLOT , Bethesda , MD 20814",not_about_economic_statistics,not_about_economic_statistics
international : country code - 239 ; satellite earth station - NUMBER_SLOT Intelsat -LRB- LOCATION_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT does best at number of feature films produced -LRB- NUMBER_SLOT -RRB- , trade and competition -LRB- 96.4 -RRB- and foreign direct investment net outflows -LRB- 99.1 -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"Over the last four decades , LOCATION_SLOT has experienced more than NUMBER_SLOT disasters , threatening development and putting recent economic gains at risk .",not_about_economic_statistics,not_about_economic_statistics
"Albania , FYR Macedonia , and LOCATION_SLOT are all expected to grow by between 1.2-1 NUMBER_SLOT percent .",not_claim,gdp_growth_rate
"Between January and November 2013 , the LOCATION_SLOT coastguards have saved at least NUMBER_SLOT people , most of whom were migrants , arriving on tramp steamers .",not_about_economic_statistics,not_about_economic_statistics
The most significant private sector financed hydroelectric projects currently in operation are the LOCATION_SLOT -LRB- 60 MW -RRB- and the Bhote Koshi Project -LRB- NUMBER_SLOT MW -RRB- .,not_about_economic_statistics,not_about_economic_statistics
"Turquoise Hill ResourcesÃ Â TRQ Ã Â -8.25 % Ã Â TRQ Ã Â NUMBER_SLOT % Ã Â CA : TRQ Ã Â -8.28 % Ã Â , formerly Ivanhoe Mines , is an international mining company focused on copper , gold and coal mines in the LOCATION_SLOT region .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , the most populous African country with a population of NUMBER_SLOT , may account for as many as one in 10 births by 2050 .",claim,population
"The annual total volume of exploitable freshwater in LOCATION_SLOT is about 4670 hm3 , out of which about 57 % -LRB- 2700 hm3 -RRB- is surface water and the remaining NUMBER_SLOT % -LRB- 1970 hm3 -RRB- groundwater .",not_claim,statistic_not_listed
"-LSB- NUMBER_SLOT -RSB- Around 2.7 bn cigarettes are smuggled into LOCATION_SLOT annually , according to officials from the state-owned Iranian Tobacco Company -LRB- ITC -RRB- , on top of another 26.7 bn which are imported legally -LRB- 2008 -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"Among the last bases to be closed were those at Kati , on 8 June 1961 , Tessalit -LRB- un base aÃ Â © rienne secondaire -RRB- , on 8 July 1961 , Gao -LRB- la base aÃ Â © rienne 163 de Gao -RRB- , on 2 August 1961 , and Air Base 162 at LOCATION_SLOT -LRB- la base aÃ Â © rienne NUMBER_SLOT de Bamako -RRB- , on 5 September 1961 .",not_about_economic_statistics,not_about_economic_statistics
"Flying Training Group -LRB- now NUMBER_SLOT FTS -RRB- LOCATION_SLOT - L29 Instructor Pilot -LRB- OVER 2,000 hrs flying L29s -RRB-",not_about_economic_statistics,not_about_economic_statistics
"About NUMBER_SLOT % of the population is from the LOCATION_SLOT , while almost 1 % of the population is from China .",not_about_economic_statistics,not_about_economic_statistics
Brazil per capita income - Answers.comAccording to '' Per Capita Income Around the World '' LOCATION_SLOT 's per capita income is $ NUMBER_SLOT in U.S. dollars .,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT NUMBER_SLOT,not_about_economic_statistics,not_about_economic_statistics
"Export Partners : US 79 % , Netherlands NUMBER_SLOT % , LOCATION_SLOT 1.9 %",not_claim,statistic_not_listed
"Between 2009 and 2011 , a US$ 2.1 million youth employment programme managed by UNDP in LOCATION_SLOT has helped increase incomes by an average of NUMBER_SLOT percent and improve food security among 10,299 young women and men .",not_about_economic_statistics,not_about_economic_statistics
"^ Joseph Jones , `` LOCATION_SLOT and Postwar Economic Modernization : The Case of the Shopkeepers , '' French Historical Studies , -LRB- 1982 -RRB- NUMBER_SLOT # 4 pp 541-63 in JSTOR",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , The NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"While unremarkable , this expansion was well-distributed and so resulted in several noteworthy changes in Argentine society , most notably the development of the largest proportional middle class -LRB- NUMBER_SLOT % of the population by the 1960s -RRB- in LOCATION_SLOT -LSB- 30 -RSB- as well as the region 's highest-paid , most unionized working class .",not_about_economic_statistics,not_about_economic_statistics
"The country with the lowest value in the region is LOCATION_SLOT , with a value of NUMBER_SLOT .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Economic Indicators -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"Consumer price index -LRB- 2005 = 100 -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",claim,consumer_price_index
"The first census of the post-Apartheid era , which began in 1994 with Nelson Mandela 's election , was conducted in 1996 and indicated that LOCATION_SLOT had a population of NUMBER_SLOT people , 22 million of them women .",not_claim,population
"Undernourishment in LOCATION_SLOT is at 2 % -- a figure lower than that of the world center of `` democracy , '' the United States of America NUMBER_SLOT .",not_claim,prevalence_of_undernourisment
University of LOCATION_SLOT -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Balance of Trade at NUMBER_SLOT USD Thousands,claim,statistic_not_listed
LOCATION_SLOT Says Over NUMBER_SLOT Ã cents Â $ Â Economic FugitivesÃ cents Â $ Â Hide in the US,not_about_economic_statistics,not_about_economic_statistics
"At the beginning of 2005 , NUMBER_SLOT percent of first-generation immigrants had lived in Norway for less than five years , while 16 percent had lived in LOCATION_SLOT for 25 years or more .",not_about_economic_statistics,not_about_economic_statistics
NUMBER_SLOT Blog News : CM LOCATION_SLOT Viewers Overtakes US Analytics,not_about_economic_statistics,not_about_economic_statistics
"... -LRB- PPP -RRB- per capita , ... Top 20 Richest Countries in Europe Per Capita , ... Top NUMBER_SLOT Poorest Countries In LOCATION_SLOT 2012 .",not_about_economic_statistics,not_about_economic_statistics
India to Get NUMBER_SLOT Billion Dollars From LOCATION_SLOT for Infrastructure Projects,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Holds Key Rate at NUMBER_SLOT %,claim,lending_interest_rate
"</span> </p> <p style=""text-align: justify;""> <span style=""font-size: 8pt;"" lang=""EN-GB""> -LRB- Source : </span> <span lang=""EN-GB""> <a href=""http://www.lra.lt/en.php/lithuanian_roads/general_data/1840""> <span style=""font-size: 8pt;""> LRA </span> </a> </span> <span style=""font-size: 8pt;"" lang=""EN-GB""> -RRB- </span> </p> <p style=""text-align: justify;""> LOCATION_SLOT <span NUMBER_SLOT 10pt;"" lang=""EN-GB""> Railways : </span> </strong> </p> <p style=""text-align: justify;""> <span style=""font-size: 10pt;"" lang=""EN-GB""> The total rail length in Lithuania is 1,768 Km , of which 1,746 km are large gauge lines and 22 kmÂ are standard gauge lines .",not_about_economic_statistics,not_about_economic_statistics
"More than NUMBER_SLOT acres -LRB- 809,000 hectares -RRB- of farmland in LOCATION_SLOT have been abandoned , and streets are cracking as trees desperately draw the remaining moisture from the ground .",not_about_economic_statistics,not_about_economic_statistics
"Al-Furat Petroleum Company -LRB- AFPC -RRB- , of which NUMBER_SLOT % is owned by the Syrian Petroleum Company , and the other 50 % by three foreign companies -LRB- Shell , its LOCATION_SLOT affiliate Pecten , and Germany 's Deminex -RRB- , is responsible for about 65 % of Syrian output .",not_about_economic_statistics,not_about_economic_statistics
0 km ; note - LOCATION_SLOT borders the Caspian Sea -LRB- NUMBER_SLOT km -RRB-,not_about_economic_statistics,not_about_economic_statistics
"Table NUMBER_SLOT : LOCATION_SLOT Discount Retailers Segmentation -LRB- % value -RRB- , By Channel , 2005-2015",not_about_economic_statistics,not_about_economic_statistics
"In addition , exports to the USA increased the most by N$ 225 million , LOCATION_SLOT by N$ NUMBER_SLOT and Germany by N$ 100 million .",not_about_economic_statistics,not_about_economic_statistics
Figure 5 : US Aid to LOCATION_SLOT -LRB- US$ Billion -RRB- NUMBER_SLOT -2014,not_about_economic_statistics,not_about_economic_statistics
"The highest percentage -LRB- NUMBER_SLOT % of Vietnamese -RRB- use it to download wallpaper , and streaming audio , in comparison to LOCATION_SLOT users , where close to 37 % use it for MMS and picture messaging , and a resounding 25 % use it for emailing .",not_about_economic_statistics,not_about_economic_statistics
"-LSB- NUMBER_SLOT -RSB- Despite this , a Liberian company , designated the Reinforced Security Company , was contributed to the United Nations Operation in the LOCATION_SLOT in the early 1960s .",not_about_economic_statistics,not_about_economic_statistics
"For every NUMBER_SLOT children born in LOCATION_SLOT , 73 die before their first birthday , according to UNICEF .",not_claim,statistic_not_listed
"Diego de Torres Vargas was allowed to circumvent this strict prohibition for three reasons : 1 -RRB- he was a priest , 2 -RRB- he came from a prosperous Spanish family , NUMBER_SLOT -RRB- his father was a Sergeant Major in the Spanish Army , who died while defending LOCATION_SLOT from an invasion by the Dutch armada .",not_about_economic_statistics,not_about_economic_statistics
The LOCATION_SLOT has benefited from a more stable share of working age population -LRB- which anyone who watches the US employment data will be familiar with â $ '' thatâ $ s why it needs to add at least NUMBER_SLOT jobs a month for unemployment just to stand still -RRB- .,not_about_economic_statistics,not_about_economic_statistics
Commotion during Marathon in Santa Clara La Laguna Part NUMBER_SLOT LOCATION_SLOT August 2014,not_about_economic_statistics,not_about_economic_statistics
"Compared to the WHO data the frequency of malnutrition in the beginning of the 21st century turned out to be at average almost 5 times higher among the schoolchildren from LOCATION_SLOT , than in the developed countries -LRB- 1.1-2 .7 % -RRB- , and 5-6 % higher than the corresponding frequency in some other European countries -LRB- as Russia with NUMBER_SLOT % -RRB- which experience the same conditions in their economical transition .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT covers about 9 , 596 , NUMBER_SLOT square kilometers .",not_about_economic_statistics,not_about_economic_statistics
"NUMBER_SLOT Point Road , Apapa , Lagos , LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
The average annual growth of GDP of LOCATION_SLOT was 0.37 billion US dollars or NUMBER_SLOT % .,claim,gdp_growth_rate
U.S. trade -LRB- imports and exports -RRB- with LOCATION_SLOT for 2006 was â ¬ NUMBER_SLOT .,claim,statistic_not_listed
"LOCATION_SLOT 's greatest growth was NUMBER_SLOT between 1920 and 1930 , while Los Angeles grew 3.1 million from 1980 to 1990 .",not_claim,statistic_not_listed
But LOCATION_SLOT has almost NUMBER_SLOT times as many inhabitants .,not_about_economic_statistics,not_about_economic_statistics
"Some countries , for example , Iran and LOCATION_SLOT , are currently growing at rates that will double their population in 19 years -LRB- Population Reference Bureau , NUMBER_SLOT -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"The Foreign Minister explained that through the implementation of social programs and after NUMBER_SLOT years of Bolivarian and socialist revolution , LOCATION_SLOT now has the most equality in the region and is second highest in purchasing power according to World Bank figures .",not_about_economic_statistics,not_about_economic_statistics
malnutrition statistics -LRB- LOCATION_SLOT -RRB- -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"Dhahran NUMBER_SLOT , LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"^ Dennis P. Hupchick , Conflict and chaos in LOCATION_SLOT , Palgrave Macmillan , 1995 p. 58 -LSB- NUMBER_SLOT -RSB-",not_about_economic_statistics,not_about_economic_statistics
"Ã cents Â Â ` Article 4 of the Constitution of the Republic of LOCATION_SLOT , 1976/2000 in Committee on the Elimination of Discrimination against Women -LRB- CEDAW -RRB- -LRB- 2001 -RRB- , Consideration of Reports Submitted by States Parties Under Article 18 of the Convention on the Elimination of All Forms of Discrimination against Women : Trinidad and Tobago , Combined Initial , Second and Third Periodic Reports of States Parties , CEDAW/C/TTO / 1-3 , CEDAW , New York , NY , p. NUMBER_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"Malnutrition Under 5 Years Research , Problems in Under Five Child , Research in Under Five Childern in Nepal , PEM situation in LOCATION_SLOT , PEM situation world , and NUMBER_SLOT more Prevalence of Malnutrition Problems Among Under Five Children , Importance to Prevalence in Protein Energy Malnutrition , Importence to Prevalance in Protein Energy Malnutrition , Incidence of malnutrition on school children .",not_about_economic_statistics,not_about_economic_statistics
"In May 1996 , Manning , Selvage & Lee 's -LRB- MS&L -RRB- ` Corporate Cyber-Dash Survey ' found 66 percent of NUMBER_SLOT corporate communicators questioned in the LOCATION_SLOT and Europe , had access to the Internet .",not_about_economic_statistics,not_about_economic_statistics
"Electricity on the island of LOCATION_SLOT is produced by three independent power producers : Ã Â the Power Generation Company -LRB- PowerGen -RRB- -LRB- with a total capacity of 1,344 MW -RRB- ; Trinity Power -LRB- 225 MW -RRB- ; and Trinidad Generation Unlimited -LRB- TGU -RRB- -LRB- NUMBER_SLOT MW -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"On 26 September 1996 , as the Taliban , with military support by Pakistan -LSB- NUMBER_SLOT -RSB- -LSB- 72 -RSB- -LSB- 84 -RSB- and financial support by LOCATION_SLOT , prepared for another major offensive , Massoud ordered a full retreat from Kabul .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Core Consumer Prices | Actual Data | Forecasts | CalendarCore Consumer Prices in Yemen increased to NUMBER_SLOT Index Points in November of 2013 from 164.62 Index Points in October of 2013 .,not_about_economic_statistics,not_about_economic_statistics
This program is ranked as one of the top NUMBER_SLOT Executive MBA Programs in LOCATION_SLOT by ehow.com web site .,not_about_economic_statistics,not_about_economic_statistics
"Until recently , France had for centuries been the cultural center of the world , -LSB- NUMBER_SLOT -RSB- although its dominant position has been surpassed by the LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
There is no evidence of any underage recruitment in LOCATION_SLOT NUMBER_SLOT There is one military school in Mali and the minimum age for entry is 12 years .,not_about_economic_statistics,not_about_economic_statistics
"In sheep raising , Argentina ranks second in LOCATION_SLOT after Brazil , with an estimated NUMBER_SLOT animals in 2004 .",not_about_economic_statistics,not_about_economic_statistics
"It is difficult to conceive that yemen , NUMBER_SLOT , this is a very high , in LOCATION_SLOT , nationmaster .",not_about_economic_statistics,not_about_economic_statistics
"The apartheid era black `` homelands '' -LRB- Bophuthathswana , Ciskei , LOCATION_SLOT , and Venda -RRB- also had their own , highly politicized , military forces , totaling about NUMBER_SLOT members .",not_about_economic_statistics,not_about_economic_statistics
"Situated onachainof largeandsmall islands off the southwestern tip of New Guinea , the Solomon Islands include a territory of NUMBER_SLOT square miles scattered across 75,000 square miles of the LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"In 2009 , the LOCATION_SLOT countries was the largest export partners -LRB- 54.2 % -RRB- and the largest import partners -LRB- NUMBER_SLOT % -RRB- of Serbia .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT during the Great RecessionParaguay 's GDP PPP per land area had a positive growth of NUMBER_SLOT % during the Great RecessionParaguay since the end of the Great RecessionParaguay 's GDP PPP per land area had a positive growth of 58.9 % since the end of the Great Recession,not_claim,gdp_growth_rate
"Office of the LOCATION_SLOT Trade Representative Â â $ cents Â http://www.ustr.gov/ Â â $ cents Â accessed on : Wed , 03 Sep 2014 21:53:19 NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"Foreign direct investment , net inflows -LRB- % of GDP -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",claim,statistic_not_listed
"Terms of Reference Baseline Livelihood Vulnerability Analysis of Refugee camps along the Thailand - LOCATION_SLOT border Camps and population -LRB- September 2010 data -RRB- : Site 1 -LRB- NUMBER_SLOT -RRB- , ...",not_about_economic_statistics,not_about_economic_statistics
"With a sluggish economy and a high unemployment rate of almost NUMBER_SLOT per cent , LOCATION_SLOT is counting on foreign investments as a means to move forward and halt the rise in joblessness .",claim,unemployment_rate
"-LSB- NUMBER_SLOT -RSB- National Institute of Statistics of Rwanda , ScanICT Baseline Survey Report -LRB- LOCATION_SLOT : National Institute of Statistics of Rwanda , November 2008 -RRB- , http://www.uneca.org/aisi/docs/RWANDA_SCAN_ICT_REPORT.pdf .",not_about_economic_statistics,not_about_economic_statistics
GETTING A NEW COMPANY FORMATION OR CR IN KINGDOM OF BAHRAIN -LRB- NUMBER_SLOT -RRB- - -LRB- LOCATION_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
NUMBER_SLOT m -RRB- on LOCATION_SLOT last erupted in 2007 ; a 2005 eruption forced thousands of people to be evacuated and produced a large ash cloud,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT : Businessman Constructs NUMBER_SLOT km Rural Roads in Cross River,not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT - Via Buonarroti NUMBER_SLOT , 00186",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT 's first e-reader Wink unveiled , supporting NUMBER_SLOT languages",not_about_economic_statistics,not_about_economic_statistics
"-LSB- 476 -RSB- Constitution of the Republic of LOCATION_SLOT -LRB- 1992 -RRB- , Article 87 -LRB- NUMBER_SLOT -RRB- at http : / www.richmond.edu/~jpjones/confinder/CapeVerde.htm on 10/12/01 .",not_about_economic_statistics,not_about_economic_statistics
"Hello , I am Prashant -LRB- BE Mech -RRB- from LOCATION_SLOT , having NUMBER_SLOT years of experience in 3D modeling of Water treatment plants , any process plants -LRB- Piping , equipment , structure -RRB- using CADWorx & Auotodesk Inventor , If any body has this kind of work as a part time then please contact me .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT NUMBER_SLOT,not_about_economic_statistics,not_about_economic_statistics
"NUMBER_SLOT Freedman DJ , Dietz WH , Srinivasan SR , et al. -LRB- 1999 -RRB- The relationship of overweight to cardiovascular risk factors among children and adolescents : The LOCATION_SLOT heart study .",not_about_economic_statistics,not_about_economic_statistics
Value & RankThe GDP growth rate of LOCATION_SLOT is NUMBER_SLOT -LRB- % -RRB- with a global rank of 28 .,claim,gdp_growth_rate
"The U.S. Embassy in Sri Lanka is at NUMBER_SLOT LOCATION_SLOT , Colombo 3 ; Tel : 94-1 448007 ; Fax : 94-1-437345 or 94-1-437237 x2201 .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Producer Prices at NUMBER_SLOT Index Points,claim,statistic_not_listed
"LOCATION_SLOT , October 31 , NUMBER_SLOT Ã cents Â $ Â `` Will the planet be able to sustain more than 7 billion people ?",not_about_economic_statistics,not_about_economic_statistics
"According to the Japanese immigration centre , -LSB- 12 -RSB- the number of foreign residents in Japan has steadily increased , and the number of foreign residents -LRB- excluding few illegal immigrants and short-term visitors such as foreign nationals staying less than 90Â days in LOCATION_SLOT -RRB- -LSB- 24 -RSB- were more than NUMBER_SLOT Â million people in 2008 .",not_about_economic_statistics,not_about_economic_statistics
"The TPP is one of the highest trade priorities of President Obamaâ $ s second term , and is central to the U.S.-Chile partnership.Â After NUMBER_SLOT rounds -LRB- the most recent held in LOCATION_SLOT , Peru -RRB- the 11 member countries have made significant progress and the negotiations are on an accelerated track toward concluding in the 2013 timeframe envisioned by President Obama , President PiÃ ± era and the leaders of the ten other TPP member countries.Â The next round of negotiations is set for July 15-25 , 2013 .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Interest Rate at NUMBER_SLOT Percent,claim,lending_interest_rate
LOCATION_SLOT Gdp Constant Prices at NUMBER_SLOT IRR Billion,claim,gdp_nominal
"That Cambodia -LRB- 2011 GDP per capita : $ 853 -RRB- and LOCATION_SLOT -LRB- $ 824 -RRB- have overtaken the Philippines -LRB- $ NUMBER_SLOT -RRB- as a preferred foreign investment site is a tectonic shift in the regionÃ cents Â $ Â s economic landscape , one that indicates that something seriously wrong is going on in our country .",not_about_economic_statistics,not_about_economic_statistics
Indonesian occupation of LOCATION_SLOT -LRB- 1975Ã cents Â $ Â `` NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"<p > <strong> <span style=""font-size: 10pt; "" lang=""EN-GB""> Education and literacy rate </span> </strong> </p> <p style=""text-align: LOCATION_SLOT <span style=""font-size: 10pt; "" lang=""EN-GB""> NUMBER_SLOT adult literacy rate in Bolivia for the population aged above 15 years for both sexes is estimated at 90.7 % .",not_about_economic_statistics,not_about_economic_statistics
"According to the CIA World factbook , the main religions in LOCATION_SLOT are Eastern Orthodox NUMBER_SLOT % , whiâ $ Š -LRB- MORE -RRB-",not_about_economic_statistics,not_about_economic_statistics
The average value for LOCATION_SLOT during that period was NUMBER_SLOT percent with a minumum of -32.25 percent in 1992 and a maximum of -5.18 percent in 2002 .,not_about_economic_statistics,not_about_economic_statistics
"In 1930 , although only NUMBER_SLOT percent of LOCATION_SLOT 's black population was foreign-born , 6 percent of those listed in the book were immigrants .",not_about_economic_statistics,not_about_economic_statistics
